url,label
https://amaxon.com/verify,phishing
https://mail.apple.net/user/profile#top,legitimate
https://paypai.com/update,phishing
http://shop.amazon.net/articles/news?session_id=abcxyz,legitimate
http://blog.apple.net/category/item#section1,legitimate
https://shop.apple.io/category/item?id=123,legitimate
http://secure.apple.dev/products?session_id=abcxyz#section1,legitimate
https://paypal.com.fb-help.tk/login,phishing
http://wikipedia.com/category/item?id=123,legitimate
https://apple.net/user/profile#section1,legitimate
https://www.amazon.org/articles/news?session_id=abcxyz#section1,legitimate
https://shop.youtube.io?search=query&page=2#section1,legitimate
http://micr0soft.com/update,phishing
http://google.com.google-security.pw/login,phishing
https://blog.microsoft.dev/products?search=query&page=2#top,legitimate
https://secure.microsoft.net/products?search=query&page=2,legitimate
http://blog.google.dev/products,legitimate
https://secure.facebook.dev/products?id=123#section1,legitimate
https://blog.ebay.com/category/item?session_id=abcxyz#top,legitimate
http://docs.secure.update-banking.org/account/verify/password?id=5953,phishing
http://mail.microsoft.dev/articles/news,legitimate
https://microsft.com/login,phishing
https://shop.amazon.com/user/profile#section1,legitimate
https://shop.amazon.com/category/item?id=123#top,legitimate
https://mail.apple.net/articles/news?search=query&page=2#top,legitimate
https://amazon.io/articles/news?session_id=abcxyz#top,legitimate
https://amaxon.com/,phishing
https://www.apple.net/articles/news?id=123#top,legitimate
http://shop.youtube.com/products?search=query&page=2#section1,legitimate
https://docs.web.login.login-secure.com/update/secure/update?id=4020&id=9012,phishing
https://paypal.com.microsoft-login.ru/login,phishing
http://google.com.paypal-safe.info/login,phishing
http://paypa1.com/,phishing
http://secure.wikipedia.com/category/item,legitimate
https://mail.amazon.io?session_id=abcxyz#top,legitimate
https://secure.facebook.org/products#top,legitimate
https://amazon.com.google-security.pw/login,phishing
http://mail.youtube.com?session_id=abcxyz#section1,legitimate
http://wikipedia.org/products?search=query&page=2#top,legitimate
http://fb-help.tk/secure.html,phishing
http://blog.youtube.dev/user/profile?id=123#top,legitimate
https://secure.apple.io/articles/news?id=123#top,legitimate
http://secure.docs.secure.docs.docs.amazon-support.co/secure/account/password?user=5894&user=5900,phishing
https://shop.wikipedia.com/products?session_id=abcxyz#top,legitimate
https://app.amazon.com/products?session_id=abcxyz,legitimate
https://shop.amazon.org/category/item?search=query&page=2#section1,legitimate
https://apple.dev/category/item#section1,legitimate
http://blog.microsoft.org/user/profile#section1,legitimate
http://mail.facebook.org/products#top,legitimate
http://10.0.0.5/verify,phishing
https://microsoft.io/products#section1,legitimate
https://facebook.dev/products?session_id=abcxyz,legitimate
https://google-security.pw/secure.html,phishing
http://trusted-site.com/verify.php/update,phishing
https://www.google.net/category/item?search=query&page=2#section1,legitimate
http://app.youtube.com/articles/news?id=123,legitimate
http://10.0.0.5/verify,phishing
https://google-security.pw/secure.html,phishing
http://microsoft.com?search=query&page=2,legitimate
https://mail.facebook.org/category/item?id=123#section1,legitimate
https://login.secure.docs.secure.update-banking.org/secure/verify/webscr?token=5061&token=4937,phishing
http://mail.ebay.org,legitimate
http://blog.ebay.dev/products?session_id=abcxyz,legitimate
https://fb-help.tk/password.html,phishing
https://google.com.paypal-safe.info/login,phishing
https://amazon.net/products?session_id=abcxyz,legitimate
http://blog.apple.io/products#top,legitimate
https://google.com.google-security.pw/login,phishing
http://trusted-site.com/_login_/account,phishing
http://apple.net#top,legitimate
http://login.secure.docs.fb-help.tk/account/password/secure?id=6303,phishing
http://paypal.com.update-banking.org/login,phishing
http://web.secure.web.web.appleid-verify.xyz/account/secure?user=3144,phishing
https://web.docs.login.docs.paypal-safe.info/login?user=2067&id=4815,phishing
https://amazon.com.microsoft-login.ru/login,phishing
http://mail.amazon.net/products?session_id=abcxyz#section1,legitimate
http://app.facebook.io/articles/news?session_id=abcxyz#section1,legitimate
http://123.45.67.89/account,phishing
http://app.microsoft.io/category/item?session_id=abcxyz#section1,legitimate
http://legit-looking.net/login///banking,phishing
http://paypal-safe.info/secure.html,phishing
https://secure.youtube.io/products?session_id=abcxyz#section1,legitimate
http://172.16.0.10/update,phishing
http://www.google.io/articles/news?id=123,legitimate
https://secure.docs.fb-help.tk/secure/password?token=7747&user=9743,phishing
http://appie.com/,phishing
https://blog.ebay.net/articles/news?search=query&page=2#top,legitimate
http://blog.youtube.dev/products?search=query&page=2#section1,legitimate
https://web.login.update-banking.org/verify/webscr/confirm?id=8892&id=5216,phishing
https://amazon.com.amazon-support.co/login,phishing
http://192.168.1.1/login,phishing
http://shop.facebook.org/category/item?session_id=abcxyz#top,legitimate
https://paypa1.com/password,phishing
https://secure.web.login.login.login.google-security.pw/login/login/account?user=3368,phishing
https://amazon.dev?search=query&page=2#top,legitimate
http://amazon.io/products#top,legitimate
http://amazon.com.google-security.pw/login,phishing
https://facebook.io/user/profile#section1,legitimate
http://192.168.1.1/login,phishing
https://ebay.org/user/profile?id=123,legitimate
https://legit-looking.net/login///update,phishing
http://10.0.0.5/verify,phishing
http://amazon.io/user/profile?session_id=abcxyz#section1,legitimate
http://secure.web.login.docs.update-banking.org/confirm/secure?id=8695,phishing
https://apple.net/articles/news?session_id=abcxyz,legitimate
http://appie.com/secure,phishing
http://legit-looking.net/login///verify,phishing
https://google.dev/category/item?session_id=abcxyz#section1,legitimate
https://microsoft.net/articles/news?session_id=abcxyz#section1,legitimate
http://secure.google.com?search=query&page=2#section1,legitimate
http://www.ebay.dev?id=123#top,legitimate
https://shop.microsoft.dev/user/profile?id=123#section1,legitimate
http://secure.microsoft.net/category/item?session_id=abcxyz#top,legitimate
https://web.secure.docs.verify-account.net/verify?token=7281,phishing
https://app.google.dev/category/item?search=query&page=2#section1,legitimate
http://mail.youtube.net/products?search=query&page=2,legitimate
https://youtube.com/user/profile?search=query&page=2,legitimate
http://gogle.com/,phishing
https://appe.com/password,phishing
https://shop.google.net/category/item#top,legitimate
http://google-security.pw/secure.html,phishing
http://docs.docs.docs.login.secure.fb-help.tk/password/webscr/login?user=7388,phishing
https://ebay.org/products?search=query&page=2#section1,legitimate
http://app.ebay.org/products?session_id=abcxyz#section1,legitimate
http://amazon.com?id=123#top,legitimate
https://amazon.com.microsoft-login.ru/login,phishing
https://blog.wikipedia.com/articles/news?id=123#top,legitimate
http://shop.youtube.net?id=123#section1,legitimate
http://shop.microsoft.net/products?search=query&page=2#section1,legitimate
https://youtube.io/category/item?id=123#top,legitimate
https://login.docs.docs.web.update-banking.org/login/login?user=8857,phishing
http://trusted-site.com/login///update,phishing
https://secure.microsoft.net/products?session_id=abcxyz#section1,legitimate
https://amazon.com.fb-help.tk/login,phishing
http://10.0.0.5/verify,phishing
https://youtube.org/products?search=query&page=2#section1,legitimate
https://mail.ebay.net?search=query&page=2#section1,legitimate
http://google-security.pw/verify.html,phishing
http://web.login.login.docs.fb-help.tk/banking/banking?token=9165,phishing
http://secure.secure.web.web.secure.paypal-safe.info/confirm?id=5937,phishing
http://wikipedia.org/category/item#top,legitimate
https://fb-help.tk/login.html,phishing
https://app.ebay.io/user/profile?session_id=abcxyz#top,legitimate
http://paypal.com.amazon-support.co/login,phishing
http://blog.amazon.com?id=123,legitimate
http://amazn.com/,phishing
http://apple.io?id=123#top,legitimate
http://123.45.67.89/account,phishing
http://www.microsoft.dev,legitimate
http://paypal.com.microsoft-login.ru/login,phishing
http://legit-looking.net@secure/banking,phishing
http://www.google.dev/products?session_id=abcxyz,legitimate
http://secure.ebay.org?id=123#top,legitimate
http://blog.google.io?id=123#top,legitimate
https://blog.facebook.net/articles/news#top,legitimate
https://update-banking.org/password.html,phishing
https://amaz0n.com/,phishing
https://update-banking.org/verify.html,phishing
http://microsoft.org/products?session_id=abcxyz,legitimate
http://google.com.update-banking.org/login,phishing
http://172.16.0.10/update,phishing
https://www.amazon.dev/products?session_id=abcxyz#top,legitimate
https://login-secure.com/login.html,phishing
http://secure.docs.paypal-safe.info/password/webscr/webscr?user=7036&token=1886,phishing
https://google.io/category/item?id=123,legitimate
https://www.ebay.org/category/item#section1,legitimate
http://192.168.1.1/login,phishing
http://192.168.1.1/login,phishing
http://youtube.net/user/profile?search=query&page=2#top,legitimate
https://youtube.io#top,legitimate
https://blog.microsoft.dev?search=query&page=2#top,legitimate
http://google.com.fb-help.tk/login,phishing
https://app.facebook.com/articles/news?session_id=abcxyz,legitimate
http://secure.docs.docs.web.login-secure.com/confirm?user=2637,phishing
https://microsft.com/,phishing
http://10.0.0.5/verify,phishing
https://blog.wikipedia.io/category/item#section1,legitimate
http://shop.facebook.net/category/item?search=query&page=2#top,legitimate
http://blog.facebook.dev/category/item?search=query&page=2#top,legitimate
http://microsoft.dev/products?id=123#section1,legitimate
http://app.microsoft.dev/category/item?session_id=abcxyz#top,legitimate
https://amazon.dev/articles/news?search=query&page=2#top,legitimate
https://appleid-verify.xyz/confirm.html,phishing
https://facebook.io/products,legitimate
https://amaxon.com/password,phishing
https://docs.web.login.docs.appleid-verify.xyz/password/update?token=1203&token=1874,phishing
https://app.amazon.dev/user/profile#section1,legitimate
http://legit-looking.net/_login_/password,phishing
https://mail.facebook.com/category/item?search=query&page=2,legitimate
http://facebook.org/user/profile?id=123#top,legitimate
https://ebay.com/category/item?search=query&page=2#top,legitimate
http://10.0.0.5/verify,phishing
https://secure.microsoft.org?session_id=abcxyz,legitimate
http://secure.docs.docs.paypal-safe.info/banking/password/login?user=5013,phishing
https://docs.web.secure.login.appleid-verify.xyz/login/update?token=3219,phishing
http://app.ebay.dev/products?search=query&page=2#top,legitimate
https://microsoft-login.ru/password.html,phishing
https://update-banking.org/banking.html,phishing
http://login.secure.docs.update-banking.org/update?id=3697,phishing
https://app.amazon.com/products#top,legitimate
https://fb-help.tk/confirm.html,phishing
http://blog.ebay.io/articles/news?session_id=abcxyz,legitimate
http://mail.youtube.org/user/profile?session_id=abcxyz#section1,legitimate
http://app.google.dev/articles/news?id=123#top,legitimate
https://secure.docs.docs.login-secure.com/login?token=7696&token=6873,phishing
https://app.facebook.dev/category/item?id=123#section1,legitimate
https://app.youtube.io/user/profile?session_id=abcxyz#section1,legitimate
https://secure.ebay.org/products?session_id=abcxyz#top,legitimate
https://google.org/user/profile#top,legitimate
https://paypal.com.fb-help.tk/login,phishing
https://update-banking.org/secure.html,phishing
http://mail.microsoft.net/user/profile?session_id=abcxyz,legitimate
http://verify-account.net/password.html,phishing
https://docs.web.secure.login.appleid-verify.xyz/confirm?user=6369,phishing
http://10.0.0.5/verify,phishing
http://appie.com/,phishing
https://amazon.com.login-secure.com/login,phishing
http://login.login.verify-account.net/login/confirm/webscr?token=1633&id=7372,phishing
http://192.168.1.1/login,phishing
https://paypal.com.verify-account.net/login,phishing
https://www.microsoft.com/products?session_id=abcxyz#section1,legitimate
https://shop.wikipedia.io/articles/news?session_id=abcxyz#section1,legitimate
https://secure.wikipedia.net/category/item?id=123,legitimate
https://google-security.pw/password.html,phishing
http://paypal.com.verify-account.net/login,phishing
http://wikipedia.com/products?id=123#top,legitimate
https://app.wikipedia.io?id=123,legitimate
http://amazon.com.fb-help.tk/login,phishing
http://shop.amazon.net?id=123#top,legitimate
http://paypai.com/,phishing
http://amazon.com.paypal-safe.info/login,phishing
https://googie.com/,phishing
http://facebook.net/articles/news,legitimate
https://trusted-site.com@login/update,phishing
http://google.dev/articles/news?search=query&page=2#section1,legitimate
http://amazon.com.paypal-safe.info/login,phishing
http://app.wikipedia.io/user/profile,legitimate
http://apple.dev?search=query&page=2,legitimate
http://secure.google.org/user/profile?session_id=abcxyz#top,legitimate
https://amazon.dev/category/item,legitimate
https://appie.com/webscr,phishing
http://secure.login.web.secure.paypal-safe.info/banking/verify?user=7105,phishing
http://123.45.67.89/account,phishing
https://www.microsoft.org?id=123#section1,legitimate
http://wikipedia.org/category/item?id=123#top,legitimate
http://amazon.com/category/item?session_id=abcxyz#top,legitimate
http://google-security.pw/secure.html,phishing
https://verify-account.net/confirm.html,phishing
https://google.com.fb-help.tk/login,phishing
https://update-banking.org/secure.html,phishing
http://www.facebook.io/products?id=123#section1,legitimate
https://trusted-site.com/verify.php/password,phishing
http://123.45.67.89/account,phishing
http://secure.youtube.com?search=query&page=2#top,legitimate
http://amaxon.com/verify,phishing
http://blog.youtube.dev/user/profile?id=123#section1,legitimate
http://123.45.67.89/account,phishing
https://youtube.org?session_id=abcxyz#section1,legitimate
https://amaxon.com/,phishing
https://amazon.io/articles/news?id=123#section1,legitimate
https://youtube.io#section1,legitimate
https://appie.com/password,phishing
http://secure.google.net/products?session_id=abcxyz,legitimate
https://blog.apple.io/articles/news?id=123,legitimate
https://blog.ebay.org/category/item?session_id=abcxyz#top,legitimate
http://appe.com/,phishing
https://paypol.com/,phishing
https://shop.amazon.io?search=query&page=2,legitimate
http://app.amazon.com/category/item#top,legitimate
https://shop.microsoft.com/products?session_id=abcxyz#top,legitimate
https://app.facebook.net/category/item?search=query&page=2#section1,legitimate
http://micr0soft.com/secure,phishing
http://192.168.1.1/login,phishing
https://paypal.com.microsoft-login.ru/login,phishing
https://secure.apple.com/user/profile?search=query&page=2,legitimate
https://docs.web.docs.login.verify-account.net/webscr?token=3404&user=7145,phishing
https://google.com.amazon-support.co/login,phishing
https://amaxon.com/password,phishing
https://mail.youtube.org#top,legitimate
https://app.amazon.dev/user/profile?id=123#section1,legitimate
https://mail.youtube.com#top,legitimate
https://secure.ebay.com/articles/news,legitimate
https://secure.youtube.com/products?session_id=abcxyz,legitimate
http://secure.wikipedia.io/products#section1,legitimate
http://shop.wikipedia.dev/products?session_id=abcxyz#top,legitimate
http://apple.dev/category/item#section1,legitimate
https://secure.docs.web.web.secure.fb-help.tk/verify/confirm?id=3021,phishing
https://legit-looking.net/_login_/confirm,phishing
https://facebook.net/user/profile,legitimate
https://apple.org/user/profile#section1,legitimate
http://app.microsoft.io/category/item?session_id=abcxyz,legitimate
https://mail.amazon.org/articles/news?id=123#top,legitimate
http://trusted-site.com@login/webscr,phishing
http://wikipedia.dev?session_id=abcxyz#top,legitimate
http://secure.google.dev/user/profile#top,legitimate
https://secure.microsoft.dev?id=123#top,legitimate
http://123.45.67.89/account,phishing
https://microsoft.io?session_id=abcxyz#top,legitimate
http://blog.microsoft.dev/category/item?session_id=abcxyz#section1,legitimate
https://shop.youtube.net/category/item?search=query&page=2#section1,legitimate
https://wikipedia.dev?id=123,legitimate
https://amaz0n.com/,phishing
https://mail.facebook.com/user/profile?id=123#section1,legitimate
http://microsft.com/confirm,phishing
https://docs.web.login.login-secure.com/banking?token=8302&id=1553,phishing
https://shop.google.dev/category/item?search=query&page=2#top,legitimate
http://trusted-site.com/_login_/confirm,phishing
https://secure.web.docs.secure.fb-help.tk/secure/password/banking?user=2884,phishing
https://amazon-support.co/banking.html,phishing
https://amazon.io/products?session_id=abcxyz#section1,legitimate
https://mail.facebook.net/articles/news?search=query&page=2,legitimate
https://app.google.dev?search=query&page=2#section1,legitimate
http://app.ebay.org/user/profile?search=query&page=2,legitimate
http://ebay.net/products#section1,legitimate
http://10.0.0.5/verify,phishing
http://shop.amazon.net?id=123,legitimate
https://mail.microsoft.com?session_id=abcxyz,legitimate
https://legit-looking.net@login/update,phishing
https://gooogle.com/,phishing
http://www.amazon.com,legitimate
http://123.45.67.89/account,phishing
https://login.login.docs.login.microsoft-login.ru/webscr/account?token=4321,phishing
http://verify-account.net/update.html,phishing
http://microsoft.net/articles/news?id=123#section1,legitimate
https://youtube.dev?id=123#section1,legitimate
https://trusted-site.com/_login_/login,phishing
https://paypol.com/,phishing
https://verify-account.net/verify.html,phishing
http://legit-looking.net/_login_/password,phishing
https://www.microsoft.com/user/profile?id=123#section1,legitimate
http://secure.login.web.web.appleid-verify.xyz/account/secure?user=8471,phishing
http://shop.facebook.dev/user/profile?id=123#top,legitimate
http://shop.ebay.com/products#top,legitimate
http://legit-looking.net/-update-/verify,phishing
http://google.io?search=query&page=2#section1,legitimate
http://legit-looking.net/login///webscr,phishing
https://shop.facebook.com/products?search=query&page=2,legitimate
https://app.wikipedia.net/user/profile?search=query&page=2,legitimate
http://amazon.com.paypal-safe.info/login,phishing
http://google.com.fb-help.tk/login,phishing
https://mail.google.net/user/profile?search=query&page=2#section1,legitimate
http://app.ebay.io/products?session_id=abcxyz#section1,legitimate
http://paypal.com.fb-help.tk/login,phishing
https://secure.facebook.net/products?session_id=abcxyz,legitimate
http://app.ebay.net/articles/news?id=123,legitimate
https://youtube.dev/articles/news,legitimate
https://app.ebay.net/articles/news?id=123#section1,legitimate
https://mail.amazon.org/articles/news?id=123#top,legitimate
http://wikipedia.com/user/profile,legitimate
http://172.16.0.10/update,phishing
https://shop.ebay.com#top,legitimate
https://amazon.dev/products?session_id=abcxyz#section1,legitimate
http://youtube.org/user/profile,legitimate
https://app.microsoft.io/products#top,legitimate
https://paypal.com.microsoft-login.ru/login,phishing
http://172.16.0.10/update,phishing
https://web.secure.secure.login.login.microsoft-login.ru/verify/login/update?token=6033&token=5723,phishing
http://app.amazon.io/category/item#top,legitimate
https://secure.apple.com/articles/news?id=123#top,legitimate
https://shop.ebay.com/products?id=123,legitimate
https://appe.com/secure,phishing
https://secure.facebook.org/user/profile?id=123#top,legitimate
https://trusted-site.com/verify.php/secure,phishing
https://www.apple.io/articles/news,legitimate
https://apple.net/user/profile?session_id=abcxyz,legitimate
http://apple.net?session_id=abcxyz#top,legitimate
https://web.secure.web.secure.web.google-security.pw/login/banking/account?user=3140&token=3528,phishing
https://paypal.com.amazon-support.co/login,phishing
https://paypal-safe.info/banking.html,phishing
http://secure.apple.dev/user/profile,legitimate
http://www.amazon.io?id=123#section1,legitimate
https://app.ebay.dev/articles/news?id=123#section1,legitimate
http://facebook.org/articles/news?id=123,legitimate
https://mail.apple.dev/articles/news?search=query&page=2#top,legitimate
http://verify-account.net/confirm.html,phishing
https://mail.amazon.org?id=123#section1,legitimate
https://googie.com/,phishing
http://secure.secure.login.login.secure.microsoft-login.ru/banking?user=7535,phishing
http://192.168.1.1/login,phishing
http://blog.apple.org?session_id=abcxyz#top,legitimate
http://wikipedia.org/user/profile?id=123,legitimate
https://amaz0n.com/,phishing
http://shop.ebay.com/articles/news?id=123,legitimate
http://docs.login.secure.login.docs.amazon-support.co/banking?id=4535,phishing
https://amazn.com/,phishing
http://docs.docs.web.login.web.amazon-support.co/confirm/banking/login?id=1717&token=1562,phishing
https://legit-looking.net@login/webscr,phishing
http://google.com.microsoft-login.ru/login,phishing
http://verify-account.net/update.html,phishing
http://appleid-verify.xyz/account.html,phishing
https://facebook.dev/products?session_id=abcxyz#top,legitimate
https://trusted-site.com@login/login,phishing
http://microsoft.org/category/item?id=123#section1,legitimate
https://login.docs.secure.web.login-secure.com/webscr/confirm/confirm?user=5188&token=7407,phishing
http://gogle.com/,phishing
https://appie.com/confirm,phishing
http://youtube.dev/category/item?search=query&page=2,legitimate
https://mail.wikipedia.net/user/profile#section1,legitimate
https://www.apple.io/category/item?search=query&page=2#top,legitimate
https://www.youtube.io/articles/news?id=123#top,legitimate
https://amazon.com#section1,legitimate
http://paypai.com/,phishing
https://secure.google.io/products#top,legitimate
http://trusted-site.com/-update-/account,phishing
https://apple.dev/articles/news?search=query&page=2,legitimate
https://blog.youtube.com/category/item?session_id=abcxyz,legitimate
https://app.microsoft.net/category/item?id=123#section1,legitimate
https://amazon-support.co/webscr.html,phishing
https://gooogle.com/webscr,phishing
http://secure.ebay.io/user/profile#section1,legitimate
http://microsft.com/confirm,phishing
http://192.168.1.1/login,phishing
https://paypal-safe.info/confirm.html,phishing
https://app.amazon.org?search=query&page=2#top,legitimate
http://paypal.com.appleid-verify.xyz/login,phishing
http://ebay.net/category/item?id=123,legitimate
http://123.45.67.89/account,phishing
http://legit-looking.net/_login_/login,phishing
http://mail.youtube.io/user/profile?session_id=abcxyz#top,legitimate
https://paypal.com.paypal-safe.info/login,phishing
https://app.wikipedia.net/products?session_id=abcxyz#section1,legitimate
http://app.microsoft.com?id=123#top,legitimate
https://docs.login.login.microsoft-login.ru/password?id=5819&user=7462,phishing
https://app.ebay.dev/user/profile?session_id=abcxyz#section1,legitimate
https://amazon.com/user/profile?id=123,legitimate
http://wikipedia.io/category/item?search=query&page=2#top,legitimate
https://paypal.com.appleid-verify.xyz/login,phishing
https://secure.wikipedia.io/articles/news?id=123#section1,legitimate
http://login-secure.com/update.html,phishing
http://apple.io/user/profile?search=query&page=2#top,legitimate
http://10.0.0.5/verify,phishing
https://amazon.com.update-banking.org/login,phishing
http://secure.wikipedia.org/category/item#top,legitimate
http://172.16.0.10/update,phishing
https://legit-looking.net/login///login,phishing
https://mail.google.net/user/profile?id=123#top,legitimate
https://google.com.microsoft-login.ru/login,phishing
http://web.docs.update-banking.org/password?user=7614&user=2173,phishing
https://microsoft.net/user/profile#top,legitimate
https://shop.amazon.net/articles/news,legitimate
https://google.dev/articles/news?session_id=abcxyz,legitimate
http://paypal.com.appleid-verify.xyz/login,phishing
https://shop.facebook.dev/articles/news?search=query&page=2#section1,legitimate
http://google.com.paypal-safe.info/login,phishing
http://appe.com/secure,phishing
http://paypal.com.paypal-safe.info/login,phishing
https://appie.com/update,phishing
http://youtube.com/articles/news,legitimate
http://microsoft.net/articles/news?session_id=abcxyz#section1,legitimate
https://ebay.io/articles/news#top,legitimate
http://app.ebay.com/products?id=123#section1,legitimate
http://192.168.1.1/login,phishing
https://mail.ebay.io/category/item#top,legitimate
https://app.microsoft.io/category/item?id=123#top,legitimate
http://blog.youtube.dev/user/profile?id=123,legitimate
http://microsoft.com/products?search=query&page=2#section1,legitimate
https://paypal-safe.info/banking.html,phishing
http://192.168.1.1/login,phishing
https://blog.apple.io/user/profile?id=123#section1,legitimate
https://microsoft.net?session_id=abcxyz#section1,legitimate
http://172.16.0.10/update,phishing
http://mail.wikipedia.io/category/item?search=query&page=2,legitimate
https://wikipedia.net/category/item#section1,legitimate
https://app.apple.org/articles/news?id=123#section1,legitimate
http://172.16.0.10/update,phishing
http://mail.apple.org/products?id=123#top,legitimate
http://www.ebay.dev/articles/news?id=123#section1,legitimate
https://paypai.com/,phishing
https://youtube.org/user/profile?search=query&page=2#top,legitimate
http://youtube.com?session_id=abcxyz,legitimate
http://googie.com/,phishing
http://blog.ebay.com?id=123,legitimate
https://trusted-site.com@login/confirm,phishing
https://blog.amazon.net?search=query&page=2,legitimate
https://mail.apple.org/category/item?id=123#top,legitimate
https://facebook.io/user/profile#section1,legitimate
https://facebook.com/products?session_id=abcxyz#section1,legitimate
https://app.microsoft.dev/products#section1,legitimate
http://legit-looking.net/verify.php/banking,phishing
https://legit-looking.net@secure/banking,phishing
http://paypal.com.microsoft-login.ru/login,phishing
https://www.youtube.net?session_id=abcxyz#top,legitimate
http://trusted-site.com/verify.php/confirm,phishing
https://app.amazon.org/articles/news?id=123,legitimate
https://login.web.fb-help.tk/login?user=3583&id=8441,phishing
http://youtube.com/products#section1,legitimate
http://blog.apple.io/category/item?session_id=abcxyz#top,legitimate
http://172.16.0.10/update,phishing
https://appie.com/,phishing
https://appie.com/,phishing
https://secure.youtube.com?session_id=abcxyz#top,legitimate
http://10.0.0.5/verify,phishing
https://verify-account.net/secure.html,phishing
http://appe.com/secure,phishing
http://legit-looking.net@secure/update,phishing
http://172.16.0.10/update,phishing
https://apple.io/user/profile?search=query&page=2#section1,legitimate
http://trusted-site.com/login///password,phishing
http://app.microsoft.com#section1,legitimate
http://youtube.io/user/profile?search=query&page=2#section1,legitimate
http://microsoft.dev/products?search=query&page=2#section1,legitimate
http://123.45.67.89/account,phishing
